system:index,AOD,date,image_count,.geo
615,810.7747384968959,2022-09-08,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
616,1800.671150094495,2022-09-09,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
617,1078.5046519755545,2022-09-10,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
618,677.3680164874951,2022-09-11,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
619,318.8304256308761,2022-09-12,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
620,322.2505584196362,2022-09-13,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
621,470.4778761061947,2022-09-14,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
622,404.03173687247545,2022-09-15,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
623,,2022-09-16,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
624,774.4895635476672,2022-09-17,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
625,1344.672175243698,2022-09-18,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
626,999.349672078956,2022-09-19,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
627,862.4141012326564,2022-09-20,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
628,655.9470039369065,2022-09-21,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
629,,2022-09-22,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
630,,2022-09-23,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
631,,2022-09-24,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
632,593.2776998597476,2022-09-25,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
633,586.7434581259705,2022-09-26,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
634,534.0529663740297,2022-09-27,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
635,540.9751760401011,2022-09-28,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
636,675.215572100631,2022-09-29,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
637,905.7570231986749,2022-09-30,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
638,588.659327802412,2022-10-01,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
639,572.8462055748014,2022-10-02,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
640,370.69359827876104,2022-10-03,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
641,734.7512034595965,2022-10-04,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
642,1130.6541774406057,2022-10-05,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
643,566.0919647476164,2022-10-06,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
644,,2022-10-07,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
645,,2022-10-08,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
646,,2022-10-09,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
647,,2022-10-10,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
648,522.0179790602323,2022-10-11,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
649,647.5932485778184,2022-10-12,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
650,356.86593756982194,2022-10-13,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
651,414.7315078251109,2022-10-14,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
652,478.3917434953695,2022-10-15,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
653,692.2518829544618,2022-10-16,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
654,743.7842803853761,2022-10-17,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
655,616.566186479256,2022-10-18,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
656,562.3569769221186,2022-10-19,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
657,573.2621704810293,2022-10-20,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
658,537.1879956227843,2022-10-21,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
659,707.024476240951,2022-10-22,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
660,917.261097155685,2022-10-23,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
661,533.1253058840299,2022-10-24,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
662,633.7847865770314,2022-10-25,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
663,1089.298912301584,2022-10-26,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
664,1310.6921065499866,2022-10-27,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
665,1704.085202815041,2022-10-28,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
666,1852.787255487301,2022-10-29,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
667,1615.1620206187033,2022-10-30,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
668,2190.726034068478,2022-10-31,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
669,1643.6286970349247,2022-11-01,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
670,1177.390034270364,2022-11-02,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
671,1945.087432106289,2022-11-03,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
672,2455.7757360646833,2022-11-04,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
673,2133.356018315096,2022-11-05,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
674,1870.023085055483,2022-11-06,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
675,983.5520975610344,2022-11-07,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
676,,2022-11-08,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
677,1478.5133471634456,2022-11-09,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
678,1812.934714622007,2022-11-10,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
679,741.1515745987185,2022-11-11,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
680,483.3901758332387,2022-11-12,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
681,1041.491613408935,2022-11-13,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
682,1023.6316166608307,2022-11-14,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
683,1063.2172768558873,2022-11-15,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
684,571.5666938677768,2022-11-16,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
685,761.2290661311305,2022-11-17,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
686,612.8934066411306,2022-11-18,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
687,621.8303343068303,2022-11-19,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
688,771.7181609412878,2022-11-20,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
689,411.03625727850357,2022-11-21,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
690,400.2335787673771,2022-11-22,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
691,318.1112084268116,2022-11-23,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
692,377.101163489302,2022-11-24,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
693,658.975633241076,2022-11-25,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
694,522.0240619593956,2022-11-26,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
695,564.482691510572,2022-11-27,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
696,677.933597353234,2022-11-28,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
697,851.7166028978509,2022-11-29,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
698,1056.1320495662376,2022-11-30,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
699,651.7674997675339,2022-12-01,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
700,1036.7253046726391,2022-12-02,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
701,1370.9159300772722,2022-12-03,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
702,1031.3327403047688,2022-12-04,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
703,651.996012580818,2022-12-05,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
704,600.6482861591772,2022-12-06,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
705,509.7225873459023,2022-12-07,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
706,477.9608866827134,2022-12-08,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
707,523.0915618517741,2022-12-09,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
708,595.8247939785721,2022-12-10,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
709,339.25784166224526,2022-12-11,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
710,212.04281140309175,2022-12-12,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
711,205.6083418809213,2022-12-13,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
712,256.0182637248163,2022-12-14,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
713,354.9286670453201,2022-12-15,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
714,542.9719061584383,2022-12-16,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
715,524.4070030654872,2022-12-17,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
716,1266.8639882274813,2022-12-18,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
717,816.4882673292717,2022-12-19,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
718,470.5876925025625,2022-12-20,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
719,749.0760814716881,2022-12-21,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
720,861.562461430749,2022-12-22,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
721,990.1275299377811,2022-12-23,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
722,744.3607608390041,2022-12-24,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
723,1066.0983427802987,2022-12-25,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
724,1029.7566092479594,2022-12-26,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
725,606.9396960090877,2022-12-27,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
726,466.806306404936,2022-12-28,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
727,840.9960301994811,2022-12-29,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
728,1298.816973978448,2022-12-30,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
729,606.1738185443278,2022-12-31,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
730,922.3316063074559,2023-01-01,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
731,,2023-01-02,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
732,1685.7127467307225,2023-01-03,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
733,1583.2807222275471,2023-01-04,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
734,1277.4073076970317,2023-01-05,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
735,1232.5424525502033,2023-01-06,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
736,702.2115471066315,2023-01-07,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
737,1039.9634077943804,2023-01-08,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
738,1167.1376115824635,2023-01-09,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
739,694.5010250446933,2023-01-10,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
740,769.2682962635251,2023-01-11,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
741,1612.6873295417513,2023-01-12,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
742,1068.1635004095442,2023-01-13,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
743,796.8834405199941,2023-01-14,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
744,328.1150682746305,2023-01-15,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
745,727.7720112537382,2023-01-16,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
746,402.4933358628565,2023-01-17,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
747,609.6057725662791,2023-01-18,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
748,685.5675460104912,2023-01-19,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
749,490.2715967056231,2023-01-20,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
750,1505.9513997432116,2023-01-21,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
751,1797.321079383884,2023-01-22,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
752,870.2143551135337,2023-01-23,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
753,929.356825927593,2023-01-24,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
754,,2023-01-25,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
755,2034.28379468192,2023-01-26,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
756,400.40540499330996,2023-01-27,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
757,302.7894038861778,2023-01-28,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
758,,2023-01-29,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
759,,2023-01-30,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
760,598.1204455183412,2023-01-31,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
761,344.64180051388945,2023-02-01,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
762,231.1384052214286,2023-02-02,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
763,408.66377629504456,2023-02-03,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
764,445.89967236559994,2023-02-04,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
765,317.0473087832537,2023-02-05,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
766,631.192602579134,2023-02-06,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
767,607.9237123241467,2023-02-07,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
768,305.8145659669388,2023-02-08,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
769,518.8319593621106,2023-02-09,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
770,516.171686447904,2023-02-10,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
771,915.5295764940338,2023-02-11,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
772,290.2048883765915,2023-02-12,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
773,229.93275074423622,2023-02-13,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
774,401.531819285955,2023-02-14,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
775,440.17335532915877,2023-02-15,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
776,911.4969718360924,2023-02-16,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
777,1375.4229324778973,2023-02-17,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
778,893.969925233191,2023-02-18,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
779,925.2788054488958,2023-02-19,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
780,570.3743163089862,2023-02-20,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
781,611.1743428899113,2023-02-21,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
782,488.7384936317307,2023-02-22,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
783,254.45059877265714,2023-02-23,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
784,355.2022185054353,2023-02-24,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
785,629.7841952748173,2023-02-25,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
786,776.0637539982918,2023-02-26,91,"{""type"":""MultiPoint"",""coordinates"":[]}"
787,709.8976056866293,2023-02-27,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
788,631.1982813579623,2023-02-28,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
789,542.1522574712563,2023-03-01,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
790,595.3123495794449,2023-03-02,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
791,426.9307989639847,2023-03-03,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
792,554.1414457831323,2023-03-04,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
793,359.01791655780585,2023-03-05,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
794,351.1230721863673,2023-03-06,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
795,450.107561111251,2023-03-07,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
796,645.2596349334035,2023-03-08,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
797,1078.4859763917016,2023-03-09,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
798,687.3297682311784,2023-03-10,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
799,572.9127428360478,2023-03-11,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
800,576.5965332517736,2023-03-12,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
801,642.5403618317472,2023-03-13,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
802,613.0228956881241,2023-03-14,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
803,614.5375580543108,2023-03-15,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
804,887.1843160427129,2023-03-16,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
805,704.0036427767503,2023-03-17,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
806,1406.907798294004,2023-03-18,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
807,1532.5740008054324,2023-03-19,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
808,,2023-03-20,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
809,,2023-03-21,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
810,809.8538428092077,2023-03-22,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
811,592.6305694395821,2023-03-23,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
812,702.572665053016,2023-03-24,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
813,582.4291372589167,2023-03-25,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
814,700.8821860915718,2023-03-26,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
815,437.5246987259619,2023-03-27,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
816,431.9527103905318,2023-03-28,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
817,690.943110277063,2023-03-29,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
818,843.2053611148771,2023-03-30,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
819,575.9559335632105,2023-03-31,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
820,578.7046044995516,2023-04-01,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
821,558.8557475110856,2023-04-02,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
822,554.0979311981823,2023-04-03,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
823,420.22927295528063,2023-04-04,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
824,381.2398835934914,2023-04-05,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
825,283.38208546218607,2023-04-06,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
826,243.22457637974898,2023-04-07,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
827,214.79037336633687,2023-04-08,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
828,355.5725125095804,2023-04-09,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
829,482.18568951697665,2023-04-10,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
830,351.8813272952681,2023-04-11,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
831,602.6195582897378,2023-04-12,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
832,374.1015268778904,2023-04-13,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
833,468.07958463632923,2023-04-14,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
834,497.82234990549296,2023-04-15,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
835,558.8585888246041,2023-04-16,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
836,436.1161375395375,2023-04-17,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
837,422.5082040689871,2023-04-18,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
838,467.6532969439829,2023-04-19,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
839,372.6621163269972,2023-04-20,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
840,662.7684662413682,2023-04-21,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
841,485.0084091238723,2023-04-22,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
842,690.692289803027,2023-04-23,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
843,1038.9533221938725,2023-04-24,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
844,606.3585038052612,2023-04-25,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
845,1049.6861744409753,2023-04-26,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
846,1259.8443425307878,2023-04-27,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
847,,2023-04-28,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
848,,2023-04-29,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
849,,2023-04-30,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
850,,2023-05-01,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
851,,2023-05-02,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
852,1405.3295066413673,2023-05-03,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
853,811.4193398432667,2023-05-04,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
854,1511.8389114565746,2023-05-05,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
855,1066.2322691362688,2023-05-06,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
856,729.2805771331167,2023-05-07,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
857,558.8355417487195,2023-05-08,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
858,518.3444869837584,2023-05-09,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
859,370.65026650047764,2023-05-10,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
860,656.9788629731102,2023-05-11,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
861,552.2490300262946,2023-05-12,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
862,868.0727024427425,2023-05-13,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
863,963.8357100559194,2023-05-14,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
864,623.8824855687828,2023-05-15,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
865,1417.274217028215,2023-05-16,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
866,848.9018015856888,2023-05-17,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
867,1008.3203387117435,2023-05-18,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
868,695.188804989535,2023-05-19,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
869,449.81933834826424,2023-05-20,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
870,652.2805878502174,2023-05-21,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
871,648.4572863061378,2023-05-22,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
872,819.2283855696975,2023-05-23,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
873,679.0791537109639,2023-05-24,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
874,708.9259807027651,2023-05-25,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
875,348.702772759095,2023-05-26,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
876,518.1984498484745,2023-05-27,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
877,1130.336868173736,2023-05-28,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
878,1012.9718259226918,2023-05-29,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
879,669.3422020853108,2023-05-30,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
880,623.6189496410357,2023-05-31,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
881,448.65607642983116,2023-06-01,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
882,568.0834157475248,2023-06-02,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
883,554.2513662381491,2023-06-03,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
884,,2023-06-04,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
885,615.7238444526452,2023-06-05,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
886,621.7011905969299,2023-06-06,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
887,567.0289915000443,2023-06-07,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
888,586.8423671863236,2023-06-08,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
889,628.281842887176,2023-06-09,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
890,843.377969485628,2023-06-10,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
891,682.7280034995272,2023-06-11,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
892,841.8582393959731,2023-06-12,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
893,632.2953478897164,2023-06-13,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
894,880.3695270504041,2023-06-14,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
895,954.43030461861,2023-06-15,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
896,714.7201399001582,2023-06-16,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
897,517.5,2023-06-17,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
898,629.0330196879972,2023-06-18,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
899,,2023-06-19,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
900,883.2681471141326,2023-06-20,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
901,1574.663485645879,2023-06-21,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
902,1803.4394678924082,2023-06-22,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
903,,2023-06-23,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
904,,2023-06-24,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
905,,2023-06-25,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
906,,2023-06-26,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
907,1447.5692888813023,2023-06-27,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
908,510.29822222222225,2023-06-28,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
909,537.0,2023-06-29,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
910,,2023-06-30,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
911,1298.3466666666666,2023-07-01,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
912,2504.421548117155,2023-07-02,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
913,2257.2005920485217,2023-07-03,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
914,1583.0943032996408,2023-07-04,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
915,2068.295918367347,2023-07-05,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
916,,2023-07-06,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
917,3003.0,2023-07-07,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
918,,2023-07-08,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
919,,2023-07-09,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
920,,2023-07-10,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
921,1072.3218748346824,2023-07-11,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
922,,2023-07-12,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
